,path,items,AGM
70,GZIP_y2016_s2000/CIK__1020710__serial__902976__date__2016-11-14.txt.gz,False,False
71,GZIP_y2016_s2000/CIK__1020859__serial__865699__date__2016-06-06.txt.gz,False,False
72,GZIP_y2016_s2000/CIK__1021096__serial__865702__date__2016-05-12.txt.gz,False,False
73,GZIP_y2016_s2000/CIK__1021270__serial__885924__date__2016-08-25.txt.gz,False,False
74,GZIP_y2016_s2000/CIK__1021270__serial__902990__date__2016-12-08.txt.gz,False,False
75,GZIP_y2016_s2000/CIK__1021561__serial__902994__date__2016-11-03.txt.gz,False,False
76,GZIP_y2016_s2000/CIK__1022079__serial__885935__date__2016-07-21.txt.gz,False,False
77,GZIP_y2016_s2000/CIK__102212___serial__847381__date__2016-02-22.txt.gz,False,False
78,GZIP_y2016_s2000/CIK__1022321__serial__885943__date__2016-08-09.txt.gz,False,False
79,GZIP_y2016_s2000/CIK__1022671__serial__847403__date__2016-02-22.txt.gz,True,False
80,GZIP_y2016_s2000/CIK__1022705__serial__903028__date__2016-11-30.txt.gz,True,False
81,GZIP_y2016_s2000/CIK__1022899__serial__885960__date__2016-07-15.txt.gz,False,False
82,GZIP_y2016_s2000/CIK__1024305__serial__903074__date__2016-10-28.txt.gz,False,False
83,GZIP_y2016_s2000/CIK__1024478__serial__865826__date__2016-04-08.txt.gz,False,False
84,GZIP_y2016_s2000/CIK__1024478__serial__865827__date__2016-04-19.txt.gz,False,False
85,GZIP_y2016_s2000/CIK__1025362__serial__847452__date__2016-01-05.txt.gz,False,False
86,GZIP_y2016_s2000/CIK__1025378__serial__847458__date__2016-02-25.txt.gz,False,False
87,GZIP_y2016_s2000/CIK__10254_0__serial__903103__date__2016-11-08.txt.gz,False,False
88,GZIP_y2016_s2000/CIK__1025877__serial__865869__date__2016-06-01.txt.gz,False,True
89,GZIP_y2016_s2000/CIK__1026214__serial__903116__date__2016-12-15.txt.gz,False,False
90,GZIP_y2016_s2000/CIK__1029581__serial__847528__date__2016-01-05.txt.gz,False,True
91,GZIP_y2016_s2000/CIK__1029730__serial__847533__date__2016-03-16.txt.gz,False,False
92,GZIP_y2016_s2000/CIK__1029744__serial__886093__date__2016-08-03.txt.gz,False,False
93,GZIP_y2016_s2000/CIK__1029744__serial__903166__date__2016-12-14.txt.gz,False,False
94,GZIP_y2016_s2000/CIK__1031927__serial__865985__date__2016-04-19.txt.gz,False,False
95,GZIP_y2016_s2000/CIK__1032033__serial__865991__date__2016-05-11.txt.gz,False,False
96,GZIP_y2016_s2000/CIK__1032208__serial__886142__date__2016-09-13.txt.gz,True,False
97,GZIP_y2016_s2000/CIK__1034592__serial__847619__date__2016-02-16.txt.gz,False,False
98,GZIP_y2016_s2000/CIK__1034592__serial__866028__date__2016-05-17.txt.gz,False,False
99,GZIP_y2016_s2000/CIK__1034594__serial__886171__date__2016-09-19.txt.gz,False,False
100,GZIP_y2016_s2000/CIK__1034760__serial__866039__date__2016-04-29.txt.gz,False,False
101,GZIP_y2016_s2000/CIK__1035267__serial__866057__date__2016-04-19.txt.gz,False,False
102,GZIP_y2016_s2000/CIK__1035443__serial__847651__date__2016-02-01.txt.gz,False,False
103,GZIP_y2016_s2000/CIK__1035443__serial__886200__date__2016-07-06.txt.gz,False,False
104,GZIP_y2016_s2000/CIK__1035688__serial__866064__date__2016-04-01.txt.gz,False,False
105,GZIP_y2016_s2000/CIK__1035748__serial__847660__date__2016-02-26.txt.gz,True,False
106,GZIP_y2016_s2000/CIK__1036044__serial__847672__date__2016-01-27.txt.gz,False,False
107,GZIP_y2016_s2000/CIK__1036044__serial__903290__date__2016-11-09.txt.gz,False,False
108,GZIP_y2016_s2000/CIK__1037189__serial__847690__date__2016-03-01.txt.gz,True,False
109,GZIP_y2016_s2000/CIK__1037646__serial__903319__date__2016-11-08.txt.gz,True,False
110,GZIP_y2016_s2000/CIK__1037868__serial__866130__date__2016-04-28.txt.gz,False,False
111,GZIP_y2016_s2000/CIK__1037976__serial__866136__date__2016-06-06.txt.gz,False,False
112,GZIP_y2016_s2000/CIK__1039101__serial__886281__date__2016-07-28.txt.gz,False,False
113,GZIP_y2016_s2000/CIK__1039399__serial__866179__date__2016-04-27.txt.gz,True,False
114,GZIP_y2016_s2000/CIK__1039399__serial__866180__date__2016-05-23.txt.gz,False,False
115,GZIP_y2016_s2000/CIK__1039757__serial__847773__date__2016-01-05.txt.gz,False,False
116,GZIP_y2016_s2000/CIK__1040470__serial__847787__date__2016-03-24.txt.gz,False,False
117,GZIP_y2016_s2000/CIK__1040792__serial__886319__date__2016-09-08.txt.gz,False,False
118,GZIP_y2016_s2000/CIK__1040971__serial__886328__date__2016-09-28.txt.gz,False,False
119,GZIP_y2016_s2000/CIK__1040971__serial__903417__date__2016-12-30.txt.gz,True,False
120,GZIP_y2016_s2000/CIK__1041379__serial__847829__date__2016-01-29.txt.gz,False,False
121,GZIP_y2016_s2000/CIK__1041803__serial__866264__date__2016-04-07.txt.gz,False,False
122,GZIP_y2016_s2000/CIK__1042729__serial__866289__date__2016-04-19.txt.gz,False,False
123,GZIP_y2016_s2000/CIK__1042729__serial__866291__date__2016-05-26.txt.gz,False,False
124,GZIP_y2016_s2000/CIK__1042784__serial__847865__date__2016-03-11.txt.gz,False,False
125,GZIP_y2016_s2000/CIK__1045450__serial__847926__date__2016-01-15.txt.gz,False,False
126,GZIP_y2016_s2000/CIK__1045610__serial__847932__date__2016-01-29.txt.gz,False,False
127,GZIP_y2016_s2000/CIK__10456_0__serial__866363__date__2016-05-04.txt.gz,False,False
128,GZIP_y2016_s2000/CIK__1047166__serial__866412__date__2016-05-13.txt.gz,False,False
129,GZIP_y2016_s2000/CIK__1047335__serial__866418__date__2016-05-03.txt.gz,False,False
130,GZIP_y2016_s2000/CIK__1047884__serial__866436__date__2016-06-30.txt.gz,False,False
131,GZIP_y2016_s2000/CIK__1048268__serial__886480__date__2016-08-08.txt.gz,False,False
132,GZIP_y2016_s2000/CIK__1048477__serial__903591__date__2016-12-09.txt.gz,False,False
133,GZIP_y2016_s2000/CIK__1048911__serial__886494__date__2016-09-20.txt.gz,False,False
134,GZIP_y2016_s2000/CIK__104894___serial__866463__date__2016-04-27.txt.gz,False,False
135,GZIP_y2016_s2000/CIK__104894___serial__866466__date__2016-05-23.txt.gz,False,False
136,GZIP_y2016_s2000/CIK__104918___serial__848025__date__2016-02-24.txt.gz,False,False
137,GZIP_y2016_s2000/CIK__105016___serial__866496__date__2016-06-30.txt.gz,False,True
138,GZIP_y2016_s2000/CIK__1050446__serial__866504__date__2016-05-17.txt.gz,False,False
139,GZIP_y2016_s2000/CIK__1052257__serial__866551__date__2016-05-19.txt.gz,True,False
140,GZIP_y2016_s2000/CIK__1052752__serial__866560__date__2016-06-07.txt.gz,False,False
141,GZIP_y2016_s2000/CIK__1053532__serial__866593__date__2016-06-02.txt.gz,False,False
142,GZIP_y2016_s2000/CIK__1053650__serial__866596__date__2016-05-04.txt.gz,False,False
143,GZIP_y2016_s2000/CIK__1053650__serial__886586__date__2016-08-03.txt.gz,False,False
144,GZIP_y2016_s2000/CIK__105418___serial__848155__date__2016-03-10.txt.gz,False,False
145,GZIP_y2016_s2000/CIK__1054374__serial__848161__date__2016-02-02.txt.gz,False,True
146,GZIP_y2016_s2000/CIK__1055160__serial__886610__date__2016-09-27.txt.gz,False,False
147,GZIP_y2016_s2000/CIK__1056285__serial__903736__date__2016-11-22.txt.gz,False,False
148,GZIP_y2016_s2000/CIK__1056358__serial__866652__date__2016-05-10.txt.gz,False,False
149,GZIP_y2016_s2000/CIK__1056943__serial__848206__date__2016-02-02.txt.gz,False,False
150,GZIP_y2016_s2000/CIK__1057051__serial__866672__date__2016-05-17.txt.gz,True,False
151,GZIP_y2016_s2000/CIK__1057058__serial__866673__date__2016-06-07.txt.gz,False,False
152,GZIP_y2016_s2000/CIK__1058057__serial__886659__date__2016-07-19.txt.gz,False,False
153,GZIP_y2016_s2000/CIK__1058057__serial__886663__date__2016-08-23.txt.gz,False,False
154,GZIP_y2016_s2000/CIK__1058623__serial__866714__date__2016-06-22.txt.gz,False,False
155,GZIP_y2016_s2000/CIK__1058623__serial__886673__date__2016-08-26.txt.gz,True,False
156,GZIP_y2016_s2000/CIK__1059142__serial__886678__date__2016-07-22.txt.gz,False,False
157,GZIP_y2016_s2000/CIK__1059556__serial__886692__date__2016-08-03.txt.gz,False,False
158,GZIP_y2016_s2000/CIK__1060009__serial__848283__date__2016-02-10.txt.gz,False,False
159,GZIP_y2016_s2000/CIK__1060224__serial__886705__date__2016-07-06.txt.gz,False,False
160,GZIP_y2016_s2000/CIK__1060349__serial__886714__date__2016-09-07.txt.gz,False,False
161,GZIP_y2016_s2000/CIK__1060736__serial__886733__date__2016-07-26.txt.gz,False,False
162,GZIP_y2016_s2000/CIK__1060990__serial__866797__date__2016-05-23.txt.gz,False,False
163,GZIP_y2016_s2000/CIK__1061069__serial__866804__date__2016-04-28.txt.gz,False,False
164,GZIP_y2016_s2000/CIK__106170___serial__886761__date__2016-07-18.txt.gz,True,False
165,GZIP_y2016_s2000/CIK__1062822__serial__866837__date__2016-04-01.txt.gz,False,False
166,GZIP_y2016_s2000/CIK__1063761__serial__848384__date__2016-03-21.txt.gz,True,False
167,GZIP_y2016_s2000/CIK__1065078__serial__886821__date__2016-07-11.txt.gz,False,False
168,GZIP_y2016_s2000/CIK__1065087__serial__866881__date__2016-04-12.txt.gz,True,False
169,GZIP_y2016_s2000/CIK__1065332__serial__866894__date__2016-05-02.txt.gz,False,False
170,GZIP_y2016_s2000/CIK__1066104__serial__886854__date__2016-07-26.txt.gz,False,False
171,GZIP_y2016_s2000/CIK__106640___serial__886863__date__2016-07-22.txt.gz,False,False
172,GZIP_y2016_s2000/CIK__1066923__serial__903984__date__2016-10-14.txt.gz,False,False
173,GZIP_y2016_s2000/CIK__1067701__serial__886889__date__2016-08-19.txt.gz,False,False
174,GZIP_y2016_s2000/CIK__1069183__serial__904016__date__2016-11-09.txt.gz,False,False
175,GZIP_y2016_s2000/CIK__1069258__serial__904020__date__2016-11-02.txt.gz,False,False
176,GZIP_y2016_s2000/CIK__1069530__serial__866999__date__2016-05-05.txt.gz,False,False
177,GZIP_y2016_s2000/CIK__1069878__serial__886921__date__2016-08-01.txt.gz,False,False
178,GZIP_y2016_s2000/CIK__1070296__serial__904050__date__2016-10-28.txt.gz,False,False
179,GZIP_y2016_s2000/CIK__1070423__serial__904060__date__2016-11-21.txt.gz,True,False
180,GZIP_y2016_s2000/CIK__1070423__serial__904065__date__2016-12-28.txt.gz,False,False
181,GZIP_y2016_s2000/CIK__1070494__serial__848532__date__2016-01-07.txt.gz,False,False
182,GZIP_y2016_s2000/CIK__1070698__serial__867043__date__2016-05-13.txt.gz,True,False
183,GZIP_y2016_s2000/CIK__1070698__serial__904078__date__2016-10-31.txt.gz,False,False
184,GZIP_y2016_s2000/CIK__107140___serial__886966__date__2016-09-27.txt.gz,False,False
185,GZIP_y2016_s2000/CIK__1071760__serial__867063__date__2016-05-09.txt.gz,True,False
186,GZIP_y2016_s2000/CIK__1071840__serial__848579__date__2016-01-12.txt.gz,False,False
187,GZIP_y2016_s2000/CIK__1071840__serial__867067__date__2016-04-28.txt.gz,False,False
188,GZIP_y2016_s2000/CIK__107263___serial__848592__date__2016-01-22.txt.gz,False,False
189,GZIP_y2016_s2000/CIK__107263___serial__886993__date__2016-08-29.txt.gz,False,False
190,GZIP_y2016_s2000/CIK__1073429__serial__887000__date__2016-08-24.txt.gz,False,False
191,GZIP_y2016_s2000/CIK__1075531__serial__904139__date__2016-10-06.txt.gz,False,False
192,GZIP_y2016_s2000/CIK__1076522__serial__887030__date__2016-09-30.txt.gz,False,False
193,GZIP_y2016_s2000/CIK__107687___serial__887033__date__2016-08-11.txt.gz,True,False
194,GZIP_y2016_s2000/CIK__1076930__serial__887036__date__2016-08-02.txt.gz,False,False
195,GZIP_y2016_s2000/CIK__1076930__serial__904168__date__2016-11-02.txt.gz,False,False
196,GZIP_y2016_s2000/CIK__1077370__serial__904172__date__2016-11-14.txt.gz,False,False
197,GZIP_y2016_s2000/CIK__1078207__serial__867164__date__2016-05-09.txt.gz,False,False
198,GZIP_y2016_s2000/CIK__1079282__serial__867175__date__2016-06-08.txt.gz,False,False
199,GZIP_y2016_s2000/CIK__1080014__serial__867181__date__2016-05-18.txt.gz,False,False
200,GZIP_y2016_s2000/CIK__1080014__serial__887067__date__2016-09-06.txt.gz,False,False
201,GZIP_y2016_s2000/CIK__1080709__serial__867196__date__2016-04-12.txt.gz,False,False
202,GZIP_y2016_s2000/CIK__1082038__serial__848699__date__2016-01-06.txt.gz,False,False
203,GZIP_y2016_s2000/CIK__1082038__serial__867214__date__2016-04-26.txt.gz,False,False
204,GZIP_y2016_s2000/CIK__1082038__serial__867215__date__2016-04-29.txt.gz,False,False
205,GZIP_y2016_s2000/CIK__1082733__serial__904230__date__2016-12-20.txt.gz,False,False
206,GZIP_y2016_s2000/CIK__1083446__serial__867254__date__2016-04-04.txt.gz,False,False
207,GZIP_y2016_s2000/CIK__1083643__serial__867261__date__2016-06-27.txt.gz,True,False
208,GZIP_y2016_s2000/CIK__1084332__serial__887139__date__2016-08-12.txt.gz,False,False
209,GZIP_y2016_s2000/CIK__1084384__serial__848766__date__2016-01-22.txt.gz,False,False
210,GZIP_y2016_s2000/CIK__1084384__serial__904265__date__2016-10-06.txt.gz,True,False
211,GZIP_y2016_s2000/CIK__1084554__serial__887154__date__2016-08-11.txt.gz,False,False
212,GZIP_y2016_s2000/CIK__1084961__serial__904300__date__2016-10-07.txt.gz,False,False
213,GZIP_y2016_s2000/CIK__1085913__serial__887181__date__2016-09-15.txt.gz,False,False
214,GZIP_y2016_s2000/CIK__1086600__serial__867337__date__2016-04-26.txt.gz,False,False
215,GZIP_y2016_s2000/CIK__1087423__serial__887195__date__2016-08-16.txt.gz,False,False
216,GZIP_y2016_s2000/CIK__1087456__serial__848827__date__2016-01-20.txt.gz,False,False
217,GZIP_y2016_s2000/CIK__108772___serial__867355__date__2016-04-25.txt.gz,False,False
218,GZIP_y2016_s2000/CIK__1088162__serial__867366__date__2016-04-28.txt.gz,False,False
219,GZIP_y2016_s2000/CIK__1089819__serial__848878__date__2016-02-26.txt.gz,False,False
220,GZIP_y2016_s2000/CIK__1089907__serial__867413__date__2016-04-14.txt.gz,False,False
221,GZIP_y2016_s2000/CIK__1089907__serial__887252__date__2016-07-01.txt.gz,False,False
222,GZIP_y2016_s2000/CIK__1090061__serial__867422__date__2016-04-06.txt.gz,False,False
223,GZIP_y2016_s2000/CIK__1090061__serial__887262__date__2016-09-22.txt.gz,False,False
224,GZIP_y2016_s2000/CIK__1090872__serial__848910__date__2016-02-16.txt.gz,False,False
225,GZIP_y2016_s2000/CIK__1091491__serial__867445__date__2016-05-04.txt.gz,True,False
226,GZIP_y2016_s2000/CIK__1091596__serial__848921__date__2016-01-12.txt.gz,False,False
227,GZIP_y2016_s2000/CIK__1091907__serial__848940__date__2016-02-11.txt.gz,False,False
228,GZIP_y2016_s2000/CIK__1092796__serial__887332__date__2016-07-26.txt.gz,False,False
229,GZIP_y2016_s2000/CIK__1093082__serial__867502__date__2016-05-20.txt.gz,False,False
230,GZIP_y2016_s2000/CIK__1093557__serial__867519__date__2016-06-20.txt.gz,False,False
231,GZIP_y2016_s2000/CIK__1093672__serial__887352__date__2016-07-25.txt.gz,False,False
232,GZIP_y2016_s2000/CIK__1094093__serial__867537__date__2016-04-12.txt.gz,False,False
233,GZIP_y2016_s2000/CIK__1094739__serial__887377__date__2016-07-28.txt.gz,False,False
234,GZIP_y2016_s2000/CIK__1095130__serial__867574__date__2016-04-28.txt.gz,False,False
235,GZIP_y2016_s2000/CIK__1095291__serial__849027__date__2016-02-11.txt.gz,False,False
236,GZIP_y2016_s2000/CIK__1095858__serial__904511__date__2016-12-20.txt.gz,False,False
237,GZIP_y2016_s2000/CIK__1096376__serial__849058__date__2016-01-05.txt.gz,True,False
238,GZIP_y2016_s2000/CIK__109657___serial__867627__date__2016-06-17.txt.gz,False,False
239,GZIP_y2016_s2000/CIK__1098880__serial__887455__date__2016-07-13.txt.gz,False,False
240,GZIP_y2016_s2000/CIK__1099219__serial__867666__date__2016-06-15.txt.gz,False,True
241,GZIP_y2016_s2000/CIK__1099219__serial__904575__date__2016-12-21.txt.gz,False,False
242,GZIP_y2016_s2000/CIK__1100397__serial__867682__date__2016-05-02.txt.gz,False,False
243,GZIP_y2016_s2000/CIK__1100397__serial__887489__date__2016-07-06.txt.gz,False,False
244,GZIP_y2016_s2000/CIK__1100412__serial__887495__date__2016-08-03.txt.gz,True,False
245,GZIP_y2016_s2000/CIK__1100441__serial__849133__date__2016-01-08.txt.gz,False,False
246,GZIP_y2016_s2000/CIK__1100441__serial__867690__date__2016-04-28.txt.gz,False,False
247,GZIP_y2016_s2000/CIK__1101026__serial__904603__date__2016-11-16.txt.gz,False,True
248,GZIP_y2016_s2000/CIK__1101215__serial__904605__date__2016-10-06.txt.gz,False,False
249,GZIP_y2016_s2000/CIK__1101239__serial__849167__date__2016-03-21.txt.gz,False,False
250,GZIP_y2016_s2000/CIK__1101239__serial__887530__date__2016-08-03.txt.gz,False,False
251,GZIP_y2016_s2000/CIK__1102112__serial__867724__date__2016-05-04.txt.gz,False,False
252,GZIP_y2016_s2000/CIK__1102392__serial__904653__date__2016-10-07.txt.gz,False,False
253,GZIP_y2016_s2000/CIK__1102541__serial__904659__date__2016-11-10.txt.gz,False,False
254,GZIP_y2016_s2000/CIK__1103795__serial__867747__date__2016-04-25.txt.gz,False,False
255,GZIP_y2016_s2000/CIK__1104038__serial__867752__date__2016-05-02.txt.gz,True,False
256,GZIP_y2016_s2000/CIK__1104349__serial__904687__date__2016-12-13.txt.gz,False,True
257,GZIP_y2016_s2000/CIK__1104485__serial__867762__date__2016-05-10.txt.gz,False,False
258,GZIP_y2016_s2000/CIK__1107421__serial__849268__date__2016-02-24.txt.gz,False,False
259,GZIP_y2016_s2000/CIK__1109153__serial__849314__date__2016-01-15.txt.gz,True,False
260,GZIP_y2016_s2000/CIK__1109196__serial__867865__date__2016-06-15.txt.gz,False,False
261,GZIP_y2016_s2000/CIK__1109242__serial__887677__date__2016-07-28.txt.gz,False,False
262,GZIP_y2016_s2000/CIK__1109354__serial__904792__date__2016-11-02.txt.gz,False,False
263,GZIP_y2016_s2000/CIK__1109357__serial__867877__date__2016-04-07.txt.gz,False,False
264,GZIP_y2016_s2000/CIK__1109546__serial__867897__date__2016-06-03.txt.gz,True,False
265,GZIP_y2016_s2000/CIK__1110803__serial__904816__date__2016-11-01.txt.gz,False,False
266,GZIP_y2016_s2000/CIK__1111741__serial__887718__date__2016-09-08.txt.gz,False,False
267,GZIP_y2016_s2000/CIK__1111928__serial__867913__date__2016-04-28.txt.gz,False,False
268,GZIP_y2016_s2000/CIK__1112920__serial__867934__date__2016-06-28.txt.gz,False,False
269,GZIP_y2016_s2000/CIK__1112920__serial__904839__date__2016-10-27.txt.gz,False,False
270,GZIP_y2016_s2000/CIK__1113481__serial__867949__date__2016-05-09.txt.gz,False,False
271,GZIP_y2016_s2000/CIK__1114927__serial__849422__date__2016-02-01.txt.gz,False,False
272,GZIP_y2016_s2000/CIK__1116463__serial__868000__date__2016-05-18.txt.gz,False,False
273,GZIP_y2016_s2000/CIK__1120193__serial__887799__date__2016-07-27.txt.gz,False,False
274,GZIP_y2016_s2000/CIK__1121793__serial__849497__date__2016-03-04.txt.gz,False,False
275,GZIP_y2016_s2000/CIK__1122020__serial__868054__date__2016-04-08.txt.gz,False,False
276,GZIP_y2016_s2000/CIK__1122051__serial__887826__date__2016-08-22.txt.gz,False,False
277,GZIP_y2016_s2000/CIK__1122897__serial__887841__date__2016-07-01.txt.gz,False,False
278,GZIP_y2016_s2000/CIK__1123852__serial__849546__date__2016-01-28.txt.gz,False,False
279,GZIP_y2016_s2000/CIK__1124524__serial__849560__date__2016-02-02.txt.gz,False,False
280,GZIP_y2016_s2000/CIK__1124524__serial__849563__date__2016-03-04.txt.gz,False,False
281,GZIP_y2016_s2000/CIK__1124524__serial__904972__date__2016-10-04.txt.gz,False,False
282,GZIP_y2016_s2000/CIK__1124610__serial__887876__date__2016-09-07.txt.gz,True,False
283,GZIP_y2016_s2000/CIK__1126234__serial__868155__date__2016-05-12.txt.gz,False,False
284,GZIP_y2016_s2000/CIK__1126234__serial__904992__date__2016-11-01.txt.gz,False,False
285,GZIP_y2016_s2000/CIK__1126328__serial__887893__date__2016-07-28.txt.gz,False,False
286,GZIP_y2016_s2000/CIK__1127703__serial__905019__date__2016-11-30.txt.gz,False,True
287,GZIP_y2016_s2000/CIK__1128250__serial__868193__date__2016-05-25.txt.gz,False,False
288,GZIP_y2016_s2000/CIK__1128281__serial__905022__date__2016-10-07.txt.gz,False,False
289,GZIP_y2016_s2000/CIK__1129155__serial__849640__date__2016-01-06.txt.gz,False,False
290,GZIP_y2016_s2000/CIK__1130310__serial__849670__date__2016-02-19.txt.gz,False,False
